species	genus	model	trait_category	marine_binary	binary_aquatic_endpoint	aquaticity_score	held_out_genus	corrected_globalFDR_OOF_prediction	nested_ttest_OOF_prediction	prediction_delta	nested_OOF_available	exclusion_reason	fold_n_candidate_features_FDR	fold_n_features_after_preprocessing	fold_n_selected_predictors	fold_model_status	panel	plot_color	source_file
Dasypus_novemcinctus	Dasypus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Dasypus	0.0188690529093141	0.0102616123170845	-0.0086074405922296	TRUE		1555	1555	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Daubentonia_madagascariensis	Daubentonia	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Daubentonia	0.0121859605963092	0.0221252621543036	0.00993930155799444	TRUE		1566	1566	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Delphinapterus_leucas	Delphinapterus	marine_binary_nested_ttest_baseline	marine	1	1	18	Delphinapterus	0.487427236378416	0.69160052208724	0.204173285708824	TRUE		1569	1569	73	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Dicerorhinus_sumatrensis_sumatrensis	Dicerorhinus	marine_binary_nested_ttest_baseline	semi-aquatic	0		3	Dicerorhinus	0.0346498711749226	0.0384782076421568	0.00382833646723417	TRUE		1564	1564	76	fit_nonzero_predictors	Marine model	#f1a340	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Diceros_bicornis	Diceros	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Diceros	0.00877285077642149	0.0100878580915016	0.00131500731508009	TRUE		1568	1568	65	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Dinomys_branickii	Dinomys	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Dinomys	0.000551354549552387	0.000464910586169225	-8.6443963383162e-05	TRUE		1557	1557	74	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Dipodomys_ordii	Dipodomys	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Dipodomys	0.0321621936806192	0.0321592221887707	-2.97149184846912e-06	TRUE		1559	1559	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Dolichotis_patagonum	Dolichotis	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Dolichotis	0.00066042077171475	0.00196307249109264	0.00130265171937789	TRUE		1560	1560	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Dugong_dugon	Dugong	marine_binary_nested_ttest_baseline	marine	1	1	18	Dugong	0.0132745402216468	0.0131465342451666	-0.000128005976480196	TRUE		1559	1559	80	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Echinops_telfairi	Echinops	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Echinops	0.0168932164926789	0.0168895885333092	-3.62795936968002e-06	TRUE		1558	1558	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eidolon_dupreanum	Eidolon	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Eidolon	0.00358719847612422	0.00303703611218428	-0.00055016236393994	TRUE		1554	1554	75	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Elaphurus_davidianus	Elaphurus	marine_binary_nested_ttest_baseline	semi-aquatic	0		4	Elaphurus	0.0278537136985577	0.054799142972609	0.0269454292740513	TRUE		1566	1566	64	fit_nonzero_predictors	Marine model	#f1a340	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Elephantulus_edwardii	Elephantulus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Elephantulus	0.021452756977996	0.0214529410740938	1.84096097779335e-07	TRUE		1559	1559	67	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Elephas_maximus	Elephas	marine_binary_nested_ttest_baseline	semi-aquatic	0		2	Elephas	0.0597856154998339	0.0602187817245656	0.000433166224731704	TRUE		1570	1570	66	fit_nonzero_predictors	Marine model	#f1a340	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Enhydra_lutris_kenyoni	Enhydra	marine_binary_nested_ttest_baseline	marine	1	1	13	Enhydra	0.0284041496154477	0.0295360629944054	0.00113191337895767	TRUE		1574	1574	63	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eptesicus_fuscus	Eptesicus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Eptesicus	0.00624086834370814	0.00683809819569591	0.000597229851987772	TRUE		1564	1564	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Equus_burchellii_boehmi	Equus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Equus	0.0044102894580304	0.00444992786521697	3.96384071865681e-05	TRUE		1582	1582	71	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Equus_zebra	Equus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Equus	0.0439154287591616	0.0420982142494049	-0.00181721450975669	TRUE		1582	1582	71	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Erethizon_dorsatum	Erethizon	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Erethizon	0.00910641535793708	0.00982928379895325	0.000722868441016173	TRUE		1573	1573	66	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Erignathus_barbatus	Erignathus	marine_binary_nested_ttest_baseline	marine	1	1	15	Erignathus	0.253974326687548	0.250773537066156	-0.00320078962139247	TRUE		1568	1568	62	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Erythrocebus_patas	Erythrocebus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Erythrocebus	0.00725998737446216	0.00815942964784464	0.000899442273382477	TRUE		1576	1576	66	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eschrichtius_robustus	Eschrichtius	marine_binary_nested_ttest_baseline	marine	1	1	18	Eschrichtius	0.99997826531977	0.998539943632714	-0.00143832168705582	TRUE		1533	1533	69	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eubalaena_australis	Eubalaena	marine_binary_nested_ttest_baseline	marine	1	1	18	Eubalaena	0.870585854269132	0.767596556151839	-0.102989298117293	TRUE		1492	1492	73	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eubalaena_glacialis	Eubalaena	marine_binary_nested_ttest_baseline	marine	1	1	18	Eubalaena	0.189975446146753	0.799889624063201	0.609914177916448	TRUE		1492	1492	73	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eubalaena_japonica	Eubalaena	marine_binary_nested_ttest_baseline	marine	1	1	18	Eubalaena	0.630287397540234	1	0.369712602459766	TRUE		1492	1492	73	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eudorcas_thomsonii	Eudorcas	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Eudorcas	0.00189657846262753	0.00201805480391904	0.000121476341291513	TRUE		1565	1565	66	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eulemur_flavifrons	Eulemur	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Eulemur	0.00602851919920503	0.00548456621749255	-0.000543952981712476	TRUE		1559	1559	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eumetopias_jubatus	Eumetopias	marine_binary_nested_ttest_baseline	marine	1	1	14	Eumetopias	0.832911211835928	0.79425546406907	-0.0386557477668585	TRUE		1577	1577	69	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Felis_nigripes	Felis	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Felis	0.0130979948584264	0.0131230713359505	2.50764775241111e-05	TRUE		1561	1561	64	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Galeopterus_variegatus	Galeopterus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Galeopterus	0.00463395464360684	0.00404870991775361	-0.000585244725853232	TRUE		1559	1559	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Giraffa_camelopardalis	Giraffa	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Giraffa	0.00143658073041361	0.0110130738875861	0.00957649315717254	TRUE		1636	1636	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Giraffa_tippelskirchi	Giraffa	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Giraffa	0.241426883980768	0.467159220032135	0.225732336051367	TRUE		1636	1636	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Glis_glis	Glis	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Glis	0.00166482490024507	0.00374594214658589	0.00208111724634082	TRUE		1554	1554	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Globicephala_melas	Globicephala	marine_binary_nested_ttest_baseline	marine	1	1	18	Globicephala	0.999941578892518	4.00483795920969e-12	-0.999941578888513	TRUE		1548	1548	82	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Gorilla_gorilla_gorilla	Gorilla	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Gorilla	0.0540246406248548	0.0542910804904009	0.000266439865546093	TRUE		1568	1568	75	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Grammomys_surdaster	Grammomys	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Grammomys	0.000914010874389287	0.000922075509921804	8.06463553251714e-06	TRUE		1559	1559	74	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Grampus_griseus	Grampus	marine_binary_nested_ttest_baseline	marine	1	1	18	Grampus	0.953142124755455	0.952457981255166	-0.000684143500289336	TRUE		1554	1554	75	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Halichoerus_grypus	Halichoerus	marine_binary_nested_ttest_baseline	marine	1	1	15	Halichoerus	0.807218966266873	0.721220679594317	-0.0859982866725556	TRUE		1572	1572	67	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Helarctos_malayanus	Helarctos	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Helarctos	0.20926347915229	0.209805848726548	0.000542369574257767	TRUE		1563	1563	74	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Helogale_parvula	Helogale	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Helogale	0.00162780646397919	0.00171239525372135	8.4588789742163e-05	TRUE		1562	1562	71	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hemitragus_hylocrius	Hemitragus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Hemitragus	0.031726151913875	0.0325017627443213	0.000775610830446256	TRUE		1570	1570	66	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Heterocephalus_glaber	Heterocephalus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Heterocephalus	0.000851013418680671	0.00229875371929984	0.00144774030061917	TRUE		1562	1562	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Heterohyrax_brucei	Heterohyrax	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Heterohyrax	0.0034350347376998	0.00396612202496866	0.000531087287268861	TRUE		1573	1573	66	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hippopotamus_amphibius	Hippopotamus	marine_binary_nested_ttest_baseline	non-marine aquatic	0	1	11	Hippopotamus	0.0313248134703699	0.0320112947165967	0.000686481246226764	TRUE		1561	1561	67	fit_nonzero_predictors	Marine model	#d95f0e	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hipposideros_galeritus	Hipposideros	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Hipposideros	0.000930591531480054	0.000928205189720676	-2.38634175937758e-06	TRUE		1553	1553	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hippotragus_equinus	Hippotragus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Hippotragus	0.000163003054902858	0.000162118817082115	-8.84237820742768e-07	TRUE		1577	1577	71	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hippotragus_niger_niger	Hippotragus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Hippotragus	0.43658106158839	0.436358805155393	-0.000222256432996615	TRUE		1577	1577	71	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Homo_sapiens	Homo	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Homo	0.00580993349725296	0.0118785838325931	0.00606865033534013	TRUE		1568	1568	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hyaena_hyaena	Hyaena	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Hyaena	0.0036146526497697	0.00165178829823756	-0.00196286435153214	TRUE		1559	1559	74	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hydrochoerus_hydrochaeris	Hydrochoerus	marine_binary_nested_ttest_baseline	non-marine aquatic	0	1	8	Hydrochoerus	0.00579566673976657	0.0126131068573934	0.00681744011762683	TRUE		1561	1561	66	fit_nonzero_predictors	Marine model	#d95f0e	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hydrodamalis_gigas	Hydrodamalis	marine_binary_nested_ttest_baseline	marine	1	1	18	Hydrodamalis	0.10297462670749	0.106871545691674	0.00389691898418439	TRUE		1561	1561	78	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hydropotes_inermis	Hydropotes	marine_binary_nested_ttest_baseline	semi-aquatic	0		3	Hydropotes	0.00981277616785252	0.0204781400035983	0.0106653638357457	TRUE		1564	1564	65	fit_nonzero_predictors	Marine model	#f1a340	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hylobates_moloch	Hylobates	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Hylobates	0.907950582795677	0.90791469731914	-3.58854765368788e-05	TRUE		1563	1563	74	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hystrix_cristata	Hystrix	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Hystrix	0.000564934615824542	0.00162060754172477	0.00105567292590023	TRUE		1556	1556	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ictidomys_tridecemlineatus	Ictidomys	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Ictidomys	0.0186710288293822	0.018446925186097	-0.000224103643285171	TRUE		1566	1566	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Indri_indri	Indri	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Indri	0.00377518173967537	0.00361176668367793	-0.000163415055997442	TRUE		1562	1562	74	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Inia_geoffrensis	Inia	marine_binary_nested_ttest_baseline	marine	1	1	18	Inia	0.978520090985981	0.991077810541537	0.0125577195555558	TRUE		1564	1564	76	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Jaculus_jaculus	Jaculus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Jaculus	0.00479987786925063	0.00923826254320121	0.00443838467395058	TRUE		1558	1558	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
