"target_name","display_label","branch_id","branch_group","model","module","net_contribution","positive_contribution_sum","negative_contribution_sum","absolute_contribution_sum","n_contributing_genes","n_positive_contribution_genes","n_negative_contribution_genes","top_genes_by_abs_contribution"
"Dugong_plus_Hydrodamalis","Dugong + Hydrodamalis","B25","Sirenian / edge context","marine","Unassigned / low-confidence",0.116478299557094,0.116478299557094,-2.51227809444529e-16,0.116478299557094,5,3,2,"FAM234A;CAPN13;CTD_3088G3;NKPD1;RTL4"
"Dugong_plus_Hydrodamalis","Dugong + Hydrodamalis","B25","Sirenian / edge context","marine","Vascular / hematologic regulation",-0.901439498336441,4.78508824623681e-17,-0.901439498336441,0.901439498336441,7,1,6,"EPOR;HGFAC;HIGD1B;F11;KEL"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","binary_aquatic_dependence","Cilia / flagella / reproductive-cell function",-0.707869638313801,0.0891289739557225,-0.796998612269523,0.886127586225246,6,1,5,"SPEF2;WDR93;CATSPERG;CATSPERZ;DEUP1"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","binary_aquatic_dependence","Cytoskeletal / muscle / ECM / adhesion",0.357280445456667,0.446494082491262,-0.0892136370345952,0.535707719525857,10,8,2,"CORO2A;DBNL;CLASP2;SYNPO2;SEPTIN5"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","binary_aquatic_dependence","DNA repair / chromatin / cell-cycle",-1.21441258026337,0.0794598588044734,-1.29387243906784,1.37333229787231,7,3,4,"ATF7IP2;KIF18A;C1orf112;CDC14B;H1_8"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","binary_aquatic_dependence","Developmental / transcriptional signaling regulators",0.321598713832858,0.938098222958358,-0.6164995091255,1.55459773208386,13,8,5,"NWD1;KEAP1;PMIS2;TIGD7;FAM13A"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","binary_aquatic_dependence","Endocrine / circadian / systemic regulation",0.895455073286973,1.02324867500347,-0.127793601716496,1.15104227671996,4,3,1,"PER1;GCKR;CASTOR1;ASMTL"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","binary_aquatic_dependence","Epithelial / body-surface interface",-0.146402848382247,0.123044460679752,-0.269447309062,0.392491769741752,7,3,4,"SDR9C7;SPINT4;TGM3;PRSS53;KRTDAP"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","binary_aquatic_dependence","Immune / inflammatory regulation",-0.329859697497029,0.27602522500966,-0.60588492250669,0.88191014751635,6,3,3,"IL33;XCR1;NLRP8;SIGIRR;MEFV"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","binary_aquatic_dependence","Ion channels / mechanosensation / membrane signaling",-0.71026652051958,0.169753954579425,-0.880020475099004,1.04977442967843,6,1,5,"CACNA1G;KCNK18;PIEZO1;PI4KA;NOXO1"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","binary_aquatic_dependence","Membrane trafficking / ER / vesicle processing",0.13638336730043,0.202082947518998,-0.065699580218568,0.267782527737566,4,2,2,"SYTL5;CLTCL1;SEC61A2;LLGL1"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","binary_aquatic_dependence","Metabolism / redox / lipid handling",-0.552668656289941,1.07206806057953,-1.62473671686947,2.696804777449,17,7,10,"PUSL1;ACADSB;PFKP;PNPLA7;ABHD8"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","binary_aquatic_dependence","RNA processing / translation / protein homeostasis",0.00664496335165321,0.00664496335165321,0,0.00664496335165321,1,1,0,"CCDC174"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","binary_aquatic_dependence","Sensory systems",-0.138094903322853,0.15596014832724,-0.294055051650093,0.450015199977334,5,2,3,"OMP;OR52W1;CNGA4;PDE6C;OR6B1"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","binary_aquatic_dependence","Transport / endocytic / epithelial solute handling",0.4332386231391,0.611035401516865,-0.177796778377765,0.78883217989463,5,4,1,"SLC5A5;SLC6A15;LRP2;SLC6A6;RHCG"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","binary_aquatic_dependence","Unassigned / low-confidence",0.387925650314986,0.417289386474818,-0.0293637361598313,0.446653122634649,5,4,1,"SMCO3;C16orf91;PROB1;AC092835;FP565260"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","binary_aquatic_dependence","Vascular / hematologic regulation",0.483666515385668,0.483859575472463,-0.000193060086794881,0.484052635559258,5,4,1,"HGFAC;PDGFB;CD34;EPOR;ITGA2B"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","marine","Cilia / flagella / reproductive-cell function",-0.456186113200417,0,-0.456186113200417,0.456186113200417,4,0,4,"WDR93;TOGARAM2;CATSPERZ;CATSPER4"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","marine","Cytoskeletal / muscle / ECM / adhesion",-0.869174311857589,0.124009473143318,-0.993183785000907,1.11719325814422,7,3,4,"ACP4;MYH7B;MYH13;DBNL;SYDE1"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","marine","DNA repair / chromatin / cell-cycle",0.668312933379568,0.668312933379568,0,0.668312933379568,5,5,0,"FANCM;TPX2;POLG;TRIM66;ASH2L"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","marine","Developmental / transcriptional signaling regulators",-0.228404080950033,0.140389389455206,-0.368793470405239,0.509182859860445,6,2,4,"HOXD10;VEPH1;RNF224;SOX7;ACVR1"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","marine","Endocrine / circadian / systemic regulation",-0.124586697832868,0.121942873427205,-0.246529571260073,0.368472444687278,4,2,2,"SSTR4;ASMTL;CREB3L3;CYP21A2"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","marine","Epithelial / body-surface interface",-0.123738656168256,0.623860092820835,-0.747598748989091,1.37145884180993,8,2,6,"ALOX12B;KRTDAP;SDR9C7;KRT17;CAPN14"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","marine","Immune / inflammatory regulation",-0.403600129719365,0,-0.403600129719365,0.403600129719365,3,0,3,"IL33;TREM2;IL36G"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","marine","Ion channels / mechanosensation / membrane signaling",-0.695626354733203,0,-0.695626354733203,0.695626354733203,2,0,2,"KCNK18;CALHM1"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","marine","Membrane trafficking / ER / vesicle processing",-0.0449033438224837,0.126240070727275,-0.171143414549758,0.297383485277033,4,3,1,"ATG2A;ESYT3;APH1B;BAK1"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","marine","Metabolism / redox / lipid handling",-0.414664293350876,0.298484370477691,-0.713148663828568,1.01163303430626,6,4,2,"PUSL1;PNPLA7;IDUA;NUBP2;FN3K"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","marine","RNA processing / translation / protein homeostasis",-0.125566960552438,0.00928990460864837,-0.134856865161086,0.144146769769735,2,1,1,"RARS1;SF3B3"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","marine","Sensory systems",-0.243631669409757,0.149437974319315,-0.393069643729072,0.542507618048386,6,1,5,"OMP;OR52W1;OR10G3;OR6B1;RDH12"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","marine","Transport / endocytic / epithelial solute handling",0.294023865149396,0.294023865149396,-4.79583060256912e-16,0.294023865149397,2,1,1,"SLC28A1;SLC2A7"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","marine","Unassigned / low-confidence",-0.39642436469042,0.263272042444211,-0.659696407134631,0.922968449578842,5,3,2,"FAM234A;NKPD1;RTL4;CTD_3088G3;CAPN13"
"Lutrinae_sampled","Lutrinae / Enhydra-related","B380","Sirenian / edge context","marine","Vascular / hematologic regulation",1.38870687600509,1.4645511603414,-0.0758442843363057,1.5403954446777,7,5,2,"HIGD1B;HGFAC;EPOR;CD34;F11"
"Mysticeti","Mysticeti","B544","Cetacean axis","binary_aquatic_dependence","Cilia / flagella / reproductive-cell function",0.405674633026961,0.47613038537461,-0.0704557523476492,0.54658613772226,6,3,3,"CATSPERG;WDR93;TOGARAM2;CATSPERZ;DEUP1"
"Mysticeti","Mysticeti","B544","Cetacean axis","binary_aquatic_dependence","Cytoskeletal / muscle / ECM / adhesion",0.340694890993709,0.508325638320465,-0.167630747326756,0.67595638564722,10,8,2,"DBNL;CORO2A;SYDE1;SYNPO2;CLASP2"
"Mysticeti","Mysticeti","B544","Cetacean axis","binary_aquatic_dependence","DNA repair / chromatin / cell-cycle",0.0358034445893552,0.216685953698524,-0.180882509109169,0.397568462807693,7,6,1,"C1orf112;H1_8;CDC14B;KIF18A;COMMD4"
"Mysticeti","Mysticeti","B544","Cetacean axis","binary_aquatic_dependence","Developmental / transcriptional signaling regulators",1.46978426560454,1.92775852168844,-0.4579742560839,2.38573277777234,13,11,2,"FAM13A;PMIS2;NWD1;FZD5;KEAP1"
"Mysticeti","Mysticeti","B544","Cetacean axis","binary_aquatic_dependence","Endocrine / circadian / systemic regulation",-0.217495291439031,0.0695750682277088,-0.28707035966674,0.356645427894449,4,3,1,"PER1;CASTOR1;ASMTL;GCKR"
"Mysticeti","Mysticeti","B544","Cetacean axis","binary_aquatic_dependence","Epithelial / body-surface interface",4.31421418418306,4.31421418418306,0,4.31421418418306,7,7,0,"TGM3;PRSS53;TGM1;KRTDAP;CDHR4"
"Mysticeti","Mysticeti","B544","Cetacean axis","binary_aquatic_dependence","Immune / inflammatory regulation",0.490126621064318,0.535748608053149,-0.045621986988831,0.58137059504198,6,3,3,"IL33;MEFV;SIGIRR;XCR1;CSMD1"
"Mysticeti","Mysticeti","B544","Cetacean axis","binary_aquatic_dependence","Ion channels / mechanosensation / membrane signaling",0.0237404743551472,0.166581332858804,-0.142840858503657,0.309422191362461,6,4,2,"CACNA1G;PI4KA;PIEZO1;NOXO1;IP6K1"
"Mysticeti","Mysticeti","B544","Cetacean axis","binary_aquatic_dependence","Membrane trafficking / ER / vesicle processing",0.295102519720524,0.526488631750792,-0.231386112030268,0.757874743781059,4,2,2,"SYTL5;SEC61A2;LLGL1;CLTCL1"
"Mysticeti","Mysticeti","B544","Cetacean axis","binary_aquatic_dependence","Metabolism / redox / lipid handling",0.80055018923893,1.10447186734695,-0.303921678108017,1.40839354545496,17,12,5,"PUSL1;ACOX3;PNPLA7;ABHD8;NUBP2"
"Mysticeti","Mysticeti","B544","Cetacean axis","binary_aquatic_dependence","RNA processing / translation / protein homeostasis",0.00836075457771445,0.00836075457771445,0,0.00836075457771445,1,1,0,"CCDC174"
"Mysticeti","Mysticeti","B544","Cetacean axis","binary_aquatic_dependence","Sensory systems",0.050704149501117,0.263706834191428,-0.213002684690311,0.476709518881738,5,1,4,"OR6B1;OMP;OR52W1;CNGA4;PDE6C"
"Mysticeti","Mysticeti","B544","Cetacean axis","binary_aquatic_dependence","Transport / endocytic / epithelial solute handling",-0.253955077008207,0.159292922465415,-0.413247999473622,0.572540921939037,5,3,2,"LRP2;SLC5A5;SLC6A15;SLC6A6;RHCG"
"Mysticeti","Mysticeti","B544","Cetacean axis","binary_aquatic_dependence","Unassigned / low-confidence",0.386340265246597,0.386340265246597,0,0.386340265246597,5,5,0,"C16orf91;SMCO3;AC092835;PROB1;FP565260"
"Mysticeti","Mysticeti","B544","Cetacean axis","binary_aquatic_dependence","Vascular / hematologic regulation",0.323433299232526,0.442357198466132,-0.118923899233606,0.561281097699738,5,2,3,"PDGFB;EPOR;CD34;HGFAC;ITGA2B"
"Mysticeti","Mysticeti","B544","Cetacean axis","marine","Cilia / flagella / reproductive-cell function",-0.0410916663850542,0.139592082150257,-0.180683748535311,0.320275830685569,4,3,1,"TOGARAM2;WDR93;CATSPERZ;CATSPER4"
"Mysticeti","Mysticeti","B544","Cetacean axis","marine","Cytoskeletal / muscle / ECM / adhesion",2.2020288381928,2.2020288381928,0,2.2020288381928,7,7,0,"MYH13;DBNL;SYDE1;COL20A1;ACP4"
"Mysticeti","Mysticeti","B544","Cetacean axis","marine","DNA repair / chromatin / cell-cycle",0.158098420023157,0.214635637001791,-0.056537216978634,0.271172853980425,5,3,2,"FANCM;POLG;TPX2;TRIM66;ASH2L"
"Mysticeti","Mysticeti","B544","Cetacean axis","marine","Developmental / transcriptional signaling regulators",0.0256527183155198,0.163447229498661,-0.137794511183141,0.301241740681802,6,3,3,"VEPH1;NR2C2AP;RNF224;ACVR1;HOXD10"
"Mysticeti","Mysticeti","B544","Cetacean axis","marine","Endocrine / circadian / systemic regulation",0.485272531497887,0.49091075382794,-0.00563822233005322,0.496548976157994,4,3,1,"SSTR4;ASMTL;CREB3L3;CYP21A2"
"Mysticeti","Mysticeti","B544","Cetacean axis","marine","Epithelial / body-surface interface",5.00386095641985,5.05892186449926,-0.0550609080794027,5.11398277257866,8,6,2,"TGM3;KRTDAP;KRT17;TGM1;SDR9C7"
"Mysticeti","Mysticeti","B544","Cetacean axis","marine","Immune / inflammatory regulation",0.884369879177991,0.913973762054906,-0.0296038828769144,0.94357764493182,3,2,1,"IL36G;IL33;TREM2"
