"target_name","display_label","branch_id","model","gene","gene_order","module","predictor_class","coefficient","scaled_GBI","contribution","abs_contribution","top_abs_rank","top_set"
"Otariinae_sampled","Otariinae","B392","binary_aquatic_dependence","SLC6A15",16,"Transport / endocytic / epithelial solute handling","aquatic_specific",-0.23289351110375,-1.75837801236207,0.409514829146635,0.409514829146635,11,"top_absolute"
"Otariinae_sampled","Otariinae","B392","binary_aquatic_dependence","NLRP8",11,"Immune / inflammatory regulation","aquatic_specific",-0.249357601464042,-1.5470085466381,0.385758340634049,0.385758340634049,12,"top_absolute"
"Otariinae_sampled","Otariinae","B392","marine","MYH7B",67,"Cytoskeletal / muscle / ECM / adhesion","marine_specific",0.397856553371577,3.8175256411827,1.51882759400857,1.51882759400857,1,"top_absolute"
"Otariinae_sampled","Otariinae","B392","marine","MYH13",70,"Cytoskeletal / muscle / ECM / adhesion","marine_specific",0.480299625271563,2.11524625248677,1.01595198242647,1.01595198242647,2,"top_absolute"
"Otariinae_sampled","Otariinae","B392","marine","EPOR",1,"Vascular / hematologic regulation","shared",-0.562386788005208,-1.79609739748767,1.0101014463176,1.0101014463176,3,"top_absolute"
"Otariinae_sampled","Otariinae","B392","marine","CAPN14",63,"Epithelial / body-surface interface","marine_specific",0.342438899161804,2.81485196360131,0.963914807719074,0.963914807719074,4,"top_absolute"
"Otariinae_sampled","Otariinae","B392","marine","OMP",64,"Sensory systems","shared",0.345615697623917,2.28401197045801,0.789390390551221,0.789390390551221,5,"top_absolute"
"Otariinae_sampled","Otariinae","B392","marine","SSTR4",52,"Endocrine / circadian / systemic regulation","marine_specific",0.137940410562783,4.12200465395837,0.56859101430872,0.56859101430872,6,"top_absolute"
"Otariinae_sampled","Otariinae","B392","marine","WDR93",8,"Cilia / flagella / reproductive-cell function","shared",-0.242927446164409,-1.96092042820439,0.47636139175531,0.47636139175531,7,"top_absolute"
"Otariinae_sampled","Otariinae","B392","marine","HIGD1B",62,"Vascular / hematologic regulation","marine_specific",0.328380050132626,1.3970769234555,0.458772190163452,0.458772190163452,8,"top_absolute"
"Otariinae_sampled","Otariinae","B392","marine","PUSL1",5,"Metabolism / redox / lipid handling","shared",-0.270477624990477,-1.67083747087067,0.451924150866194,0.451924150866194,9,"top_absolute"
"Otariinae_sampled","Otariinae","B392","marine","SYDE1",4,"Cytoskeletal / muscle / ECM / adhesion","shared",-0.314258007626709,-1.38538644174283,0.435368782975158,0.435368782975158,10,"top_absolute"
"Otariinae_sampled","Otariinae","B392","marine","ACP4",65,"Cytoskeletal / muscle / ECM / adhesion","marine_specific",0.36185377349003,-1.20249539309819,-0.435127495596957,0.435127495596957,11,"top_absolute"
"Otariinae_sampled","Otariinae","B392","marine","TPX2",2,"DNA repair / chromatin / cell-cycle","marine_specific",-0.547364151458345,-0.794095502985267,0.434659411168418,0.434659411168418,12,"top_absolute"
"Otarioidea","Otarioidea","B394","binary_aquatic_dependence","PER1",100,"Endocrine / circadian / systemic regulation","aquatic_specific",0.784004329488712,1.30825562743724,1.02567807598877,1.02567807598877,1,"top_absolute"
"Otarioidea","Otarioidea","B394","binary_aquatic_dependence","CACNA1G",99,"Ion channels / mechanosensation / membrane signaling","aquatic_specific",0.593854706123962,0.950106931070025,0.564225472336929,0.564225472336929,2,"top_absolute"
"Otarioidea","Otarioidea","B394","binary_aquatic_dependence","FAM20B",28,"Developmental / transcriptional signaling regulators","aquatic_specific",-0.149046125022571,2.66112402284671,-0.396630223809778,0.396630223809778,3,"top_absolute"
"Otarioidea","Otarioidea","B394","binary_aquatic_dependence","ATF7IP2",1,"DNA repair / chromatin / cell-cycle","aquatic_specific",-0.581769927151342,0.548589360018638,-0.319152792014044,0.319152792014044,4,"top_absolute"
"Otarioidea","Otarioidea","B394","binary_aquatic_dependence","NLRP8",11,"Immune / inflammatory regulation","aquatic_specific",-0.249357601464042,-1.1910993312489,0.297009672345651,0.297009672345651,5,"top_absolute"
"Otarioidea","Otarioidea","B394","binary_aquatic_dependence","SYTL5",93,"Membrane trafficking / ER / vesicle processing","aquatic_specific",0.265993756746688,-1.02446507838628,-0.272501314855755,0.272501314855755,6,"top_absolute"
"Otarioidea","Otarioidea","B394","binary_aquatic_dependence","CORO2A",34,"Cytoskeletal / muscle / ECM / adhesion","aquatic_specific",-0.110434776748237,2.43830145314571,-0.269273276623049,0.269273276623049,7,"top_absolute"
"Otarioidea","Otarioidea","B394","binary_aquatic_dependence","SLC5A5",19,"Transport / endocytic / epithelial solute handling","aquatic_specific",-0.231105741131879,1.11756234059809,-0.258275072985,0.258275072985,8,"top_absolute"
"Otarioidea","Otarioidea","B394","binary_aquatic_dependence","PFKP",4,"Metabolism / redox / lipid handling","aquatic_specific",-0.356881027792284,0.637908549625335,-0.227657458827775,0.227657458827775,9,"top_absolute"
"Otarioidea","Otarioidea","B394","binary_aquatic_dependence","PMIS2",3,"Developmental / transcriptional signaling regulators","aquatic_specific",-0.39072525213697,-0.577745063707846,0.225739585688138,0.225739585688138,10,"top_absolute"
"Otarioidea","Otarioidea","B394","binary_aquatic_dependence","PDGFB",5,"Vascular / hematologic regulation","aquatic_specific",-0.348561123284862,-0.632236822484831,0.220373177027365,0.220373177027365,11,"top_absolute"
"Otarioidea","Otarioidea","B394","binary_aquatic_dependence","LRP2",98,"Transport / endocytic / epithelial solute handling","aquatic_specific",0.471378525654808,-0.402230659654637,-0.189602895321164,0.189602895321164,12,"top_absolute"
"Otarioidea","Otarioidea","B394","marine","SDR9C7",68,"Epithelial / body-surface interface","shared",0.409389888665918,0.750207581006501,0.307127398064579,0.307127398064579,1,"top_absolute"
"Otarioidea","Otarioidea","B394","marine","EPOR",1,"Vascular / hematologic regulation","shared",-0.562386788005208,-0.502524437345524,0.282613104212874,0.282613104212874,2,"top_absolute"
"Otarioidea","Otarioidea","B394","marine","KCNK18",69,"Ion channels / mechanosensation / membrane signaling","shared",0.43928773003255,0.594147181232109,0.261001566548691,0.261001566548691,3,"top_absolute"
"Otarioidea","Otarioidea","B394","marine","TPX2",2,"DNA repair / chromatin / cell-cycle","marine_specific",-0.547364151458345,-0.455774825923789,0.24947480084785,0.24947480084785,4,"top_absolute"
"Otarioidea","Otarioidea","B394","marine","CATSPERZ",6,"Cilia / flagella / reproductive-cell function","shared",-0.264244206101874,0.872783786529336,-0.230628058770032,0.230628058770032,5,"top_absolute"
"Otarioidea","Otarioidea","B394","marine","KRTDAP",66,"Epithelial / body-surface interface","shared",0.386565925079529,-0.546341259339231,-0.211196914325585,0.211196914325585,6,"top_absolute"
"Otarioidea","Otarioidea","B394","marine","SYDE1",4,"Cytoskeletal / muscle / ECM / adhesion","shared",-0.314258007626709,0.659397489303723,-0.207220941222642,0.207220941222642,7,"top_absolute"
"Otarioidea","Otarioidea","B394","marine","OR52W1",61,"Sensory systems","shared",0.282799403614638,-0.730182456987571,-0.206495163365956,0.206495163365956,8,"top_absolute"
"Otarioidea","Otarioidea","B394","marine","HGFAC",3,"Vascular / hematologic regulation","shared",-0.314672853107267,-0.637190014423496,0.200506399810102,0.200506399810102,9,"top_absolute"
"Otarioidea","Otarioidea","B394","marine","ESYT3",55,"Membrane trafficking / ER / vesicle processing","marine_specific",0.153832070750976,1.29178860728676,0.198718516431443,0.198718516431443,10,"top_absolute"
"Otarioidea","Otarioidea","B394","marine","HOXD10",60,"Developmental / transcriptional signaling regulators","marine_specific",0.28020716230031,-0.60795096148977,-0.170352213736793,0.170352213736793,11,"top_absolute"
"Otarioidea","Otarioidea","B394","marine","CAPN14",63,"Epithelial / body-surface interface","marine_specific",0.342438899161804,-0.492569210135545,-0.168674858079815,0.168674858079815,12,"top_absolute"
"Phocidae","Phocidae","B409","binary_aquatic_dependence","TGM3",101,"Epithelial / body-surface interface","shared",1.04080869919882,3.49677302526257,3.63947178381704,3.63947178381704,1,"top_absolute"
"Phocidae","Phocidae","B409","binary_aquatic_dependence","PER1",100,"Endocrine / circadian / systemic regulation","aquatic_specific",0.784004329488712,1.30067151278296,1.01973209726447,1.01973209726447,2,"top_absolute"
"Phocidae","Phocidae","B409","binary_aquatic_dependence","ACADSB",14,"Metabolism / redox / lipid handling","aquatic_specific",-0.238865076823398,2.32662040107206,-0.555748360840961,0.555748360840961,3,"top_absolute"
"Phocidae","Phocidae","B409","binary_aquatic_dependence","SYTL5",93,"Membrane trafficking / ER / vesicle processing","aquatic_specific",0.265993756746688,1.63931981231984,0.43604883538823,0.43604883538823,4,"top_absolute"
"Phocidae","Phocidae","B409","binary_aquatic_dependence","PMIS2",3,"Developmental / transcriptional signaling regulators","aquatic_specific",-0.39072525213697,-1.11454446072728,0.435480665435529,0.435480665435529,5,"top_absolute"
"Phocidae","Phocidae","B409","binary_aquatic_dependence","OMP",92,"Sensory systems","shared",0.231144543648012,1.6681111244486,0.385574784614844,0.385574784614844,6,"top_absolute"
"Phocidae","Phocidae","B409","binary_aquatic_dependence","C16orf91",9,"Unassigned / low-confidence","aquatic_specific",-0.262195862787636,1.43644720049197,-0.376630513081876,0.376630513081876,7,"top_absolute"
"Phocidae","Phocidae","B409","binary_aquatic_dependence","FN3K",12,"Metabolism / redox / lipid handling","shared",-0.244837253974046,-1.48334480467037,0.363178068672161,0.363178068672161,8,"top_absolute"
"Phocidae","Phocidae","B409","binary_aquatic_dependence","WDR93",2,"Cilia / flagella / reproductive-cell function","shared",-0.4793197990576,0.749362405539457,-0.359184237644493,0.359184237644493,9,"top_absolute"
"Phocidae","Phocidae","B409","binary_aquatic_dependence","ATF7IP2",1,"DNA repair / chromatin / cell-cycle","aquatic_specific",-0.581769927151342,-0.617022950355934,0.358965396879278,0.358965396879278,10,"top_absolute"
"Phocidae","Phocidae","B409","binary_aquatic_dependence","SYDE1",18,"Cytoskeletal / muscle / ECM / adhesion","shared",-0.232023025562006,-1.52642459265759,0.354165652280667,0.354165652280667,11,"top_absolute"
"Phocidae","Phocidae","B409","binary_aquatic_dependence","KIF18A",95,"DNA repair / chromatin / cell-cycle","aquatic_specific",0.340198342633948,-0.873904057480098,-0.297300711975811,0.297300711975811,12,"top_absolute"
"Phocidae","Phocidae","B409","marine","TGM3",71,"Epithelial / body-surface interface","shared",0.691315381170856,3.57042173251485,2.46828746095421,2.46828746095421,1,"top_absolute"
"Phocidae","Phocidae","B409","marine","OMP",64,"Sensory systems","shared",0.345615697623917,1.66207879005841,0.574440520531954,0.574440520531954,2,"top_absolute"
"Phocidae","Phocidae","B409","marine","SYDE1",4,"Cytoskeletal / muscle / ECM / adhesion","shared",-0.314258007626709,-1.55789320285591,0.489580414024693,0.489580414024693,3,"top_absolute"
"Phocidae","Phocidae","B409","marine","MYH7B",67,"Cytoskeletal / muscle / ECM / adhesion","marine_specific",0.397856553371577,1.16725334090979,0.464399391125826,0.464399391125826,4,"top_absolute"
"Phocidae","Phocidae","B409","marine","SDR9C7",68,"Epithelial / body-surface interface","shared",0.409389888665918,-0.993922458336688,-0.406901804561013,0.406901804561013,5,"top_absolute"
"Phocidae","Phocidae","B409","marine","KCNK18",69,"Ion channels / mechanosensation / membrane signaling","shared",0.43928773003255,0.820522409648946,0.360445426775523,0.360445426775523,6,"top_absolute"
"Phocidae","Phocidae","B409","marine","NKPD1",58,"Unassigned / low-confidence","marine_specific",0.230941713295598,1.47283747607586,0.340139610130923,0.340139610130923,7,"top_absolute"
"Phocidae","Phocidae","B409","marine","FN3K",11,"Metabolism / redox / lipid handling","shared",-0.217860441354345,-1.48575847577325,0.323687997277918,0.323687997277918,8,"top_absolute"
"Phocidae","Phocidae","B409","marine","KRTDAP",66,"Epithelial / body-surface interface","shared",0.386565925079529,-0.7956627842008,-0.307576120225936,0.307576120225936,9,"top_absolute"
"Phocidae","Phocidae","B409","marine","EPOR",1,"Vascular / hematologic regulation","shared",-0.562386788005208,-0.53735770508762,0.302202873774077,0.302202873774077,10,"top_absolute"
"Phocidae","Phocidae","B409","marine","ACP4",65,"Cytoskeletal / muscle / ECM / adhesion","marine_specific",0.36185377349003,0.8260586716069,0.298912447445118,0.298912447445118,11,"top_absolute"
"Phocidae","Phocidae","B409","marine","ASMTL",10,"Endocrine / circadian / systemic regulation","shared",-0.225475311673798,-1.1214687753254,0.252863521648927,0.252863521648927,12,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","binary_aquatic_dependence","PER1",100,"Endocrine / circadian / systemic regulation","aquatic_specific",0.784004329488712,1.14686079145267,0.899143825819746,0.899143825819746,1,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","binary_aquatic_dependence","CACNA1G",99,"Ion channels / mechanosensation / membrane signaling","aquatic_specific",0.593854706123962,0.856493163342732,0.508632495814081,0.508632495814081,2,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","binary_aquatic_dependence","PMIS2",3,"Developmental / transcriptional signaling regulators","aquatic_specific",-0.39072525213697,-0.912747553737685,0.35663351807156,0.35663351807156,3,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","binary_aquatic_dependence","ATF7IP2",1,"DNA repair / chromatin / cell-cycle","aquatic_specific",-0.581769927151342,-0.605662267577492,0.352356093286874,0.352356093286874,4,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","binary_aquatic_dependence","KEAP1",21,"Developmental / transcriptional signaling regulators","aquatic_specific",-0.19883739251004,1.46780926495515,-0.29185536694576,0.29185536694576,5,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","binary_aquatic_dependence","TTC28",15,"Developmental / transcriptional signaling regulators","aquatic_specific",-0.237914556985983,1.18412251609546,-0.281719983833979,0.281719983833979,6,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","binary_aquatic_dependence","PFKP",4,"Metabolism / redox / lipid handling","aquatic_specific",-0.356881027792284,0.693880836050186,-0.24763290593496,0.24763290593496,7,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","binary_aquatic_dependence","WDR93",2,"Cilia / flagella / reproductive-cell function","shared",-0.4793197990576,0.483935611468843,-0.231959920046063,0.231959920046063,8,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","binary_aquatic_dependence","FAM13A",96,"Developmental / transcriptional signaling regulators","aquatic_specific",0.348973910716795,0.595619627303456,0.207855710639767,0.207855710639767,9,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","binary_aquatic_dependence","C16orf91",9,"Unassigned / low-confidence","aquatic_specific",-0.262195862787636,0.751256861728057,-0.19697644103592,0.19697644103592,10,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","binary_aquatic_dependence","NUBP2",13,"Metabolism / redox / lipid handling","shared",-0.239999172123246,-0.785314891338837,0.188474923777378,0.188474923777378,11,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","binary_aquatic_dependence","SMCO3",7,"Unassigned / low-confidence","aquatic_specific",-0.307082295991399,0.612069633515172,-0.187955748366453,0.187955748366453,12,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","marine","EPOR",1,"Vascular / hematologic regulation","shared",-0.562386788005208,-0.728112625897194,0.409480920984361,0.409480920984361,1,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","marine","TPX2",2,"DNA repair / chromatin / cell-cycle","marine_specific",-0.547364151458345,-0.567162475783006,0.310444407295979,0.310444407295979,2,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","marine","TRIM66",44,"DNA repair / chromatin / cell-cycle","marine_specific",0.0785377211171152,3.52001916185544,0.276454283260704,0.276454283260704,3,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","marine","SDR9C7",68,"Epithelial / body-surface interface","shared",0.409389888665918,-0.451061458929896,-0.184660000452797,0.184660000452797,4,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","marine","HOXD10",60,"Developmental / transcriptional signaling regulators","marine_specific",0.28020716230031,-0.60795096148977,-0.170352213736793,0.170352213736793,5,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","marine","FANCM",12,"DNA repair / chromatin / cell-cycle","marine_specific",-0.215464965565117,0.745606843057031,-0.160652152764398,0.160652152764398,6,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","marine","OR52W1",61,"Sensory systems","shared",0.282799403614638,0.548854428108315,0.155215704940285,0.155215704940285,7,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","marine","KCNK18",69,"Ion channels / mechanosensation / membrane signaling","shared",0.43928773003255,-0.351649036643747,-0.154475107075364,0.154475107075364,8,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","marine","FAM234A",18,"Unassigned / low-confidence","marine_specific",-0.108556846491888,1.31852510464187,-0.143134927380309,0.143134927380309,9,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","marine","KRT17",57,"Epithelial / body-surface interface","marine_specific",0.189861649168978,0.736835251933537,0.139896756097941,0.139896756097941,10,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","marine","TREM2",19,"Immune / inflammatory regulation","marine_specific",-0.0898257166079112,1.45034826322039,-0.130278572074811,0.130278572074811,11,"top_absolute"
"Pinnipedia","Crown Pinnipedia","B410","marine","WDR93",8,"Cilia / flagella / reproductive-cell function","shared",-0.242927446164409,0.499779069064163,-0.121410052894183,0.121410052894183,12,"top_absolute"
"Sirenia","Sirenia","B26","binary_aquatic_dependence","TGM3",101,"Epithelial / body-surface interface","shared",1.04080869919882,1.41161122774524,1.46921724572396,1.46921724572396,1,"top_absolute"
"Sirenia","Sirenia","B26","binary_aquatic_dependence","ATF7IP2",1,"DNA repair / chromatin / cell-cycle","aquatic_specific",-0.581769927151342,-0.925599796246078,0.538486126033378,0.538486126033378,2,"top_absolute"
"Sirenia","Sirenia","B26","binary_aquatic_dependence","IL33",94,"Immune / inflammatory regulation","shared",0.340038935001018,1.45973400354367,0.496366395949764,0.496366395949764,3,"top_absolute"
"Sirenia","Sirenia","B26","binary_aquatic_dependence","LRP2",98,"Transport / endocytic / epithelial solute handling","aquatic_specific",0.471378525654808,0.823076261926727,0.387980474848491,0.387980474848491,4,"top_absolute"
"Sirenia","Sirenia","B26","binary_aquatic_dependence","SLC5A5",19,"Transport / endocytic / epithelial solute handling","aquatic_specific",-0.231105741131879,1.48413506329796,-0.342992133743284,0.342992133743284,5,"top_absolute"
"Sirenia","Sirenia","B26","binary_aquatic_dependence","PER1",100,"Endocrine / circadian / systemic regulation","aquatic_specific",0.784004329488712,0.381905226772711,0.299415351244174,0.299415351244174,6,"top_absolute"
"Sirenia","Sirenia","B26","binary_aquatic_dependence","SDR9C7",91,"Epithelial / body-surface interface","shared",0.220181989308241,1.22242504407907,0.269155977985545,0.269155977985545,7,"top_absolute"
"Sirenia","Sirenia","B26","binary_aquatic_dependence","NUBP2",13,"Metabolism / redox / lipid handling","shared",-0.239999172123246,1.07693305708742,-0.258463042133138,0.258463042133138,8,"top_absolute"
"Sirenia","Sirenia","B26","binary_aquatic_dependence","WDR93",2,"Cilia / flagella / reproductive-cell function","shared",-0.4793197990576,-0.504020882488762,0.241587188115348,0.241587188115348,9,"top_absolute"
"Sirenia","Sirenia","B26","binary_aquatic_dependence","ACADSB",14,"Metabolism / redox / lipid handling","aquatic_specific",-0.238865076823398,0.876407483425385,-0.209343140857005,0.209343140857005,10,"top_absolute"
"Sirenia","Sirenia","B26","binary_aquatic_dependence","XCR1",30,"Immune / inflammatory regulation","aquatic_specific",-0.128894917212046,1.559102622942,-0.200960403509194,0.200960403509194,11,"top_absolute"
"Sirenia","Sirenia","B26","binary_aquatic_dependence","CLASP2",27,"Cytoskeletal / muscle / ECM / adhesion","aquatic_specific",-0.153215743294715,1.26151006145461,-0.193283201739531,0.193283201739531,12,"top_absolute"
"Sirenia","Sirenia","B26","marine","TGM3",71,"Epithelial / body-surface interface","shared",0.691315381170856,1.44715490822502,1.00044044699286,1.00044044699286,1,"top_absolute"
"Sirenia","Sirenia","B26","marine","SDR9C7",68,"Epithelial / body-surface interface","shared",0.409389888665918,1.25606266589364,0.514219354947612,0.514219354947612,2,"top_absolute"
"Sirenia","Sirenia","B26","marine","IL33",59,"Immune / inflammatory regulation","shared",0.27044270721607,1.49209879308934,0.403527237036912,0.403527237036912,3,"top_absolute"
"Sirenia","Sirenia","B26","marine","TPX2",2,"DNA repair / chromatin / cell-cycle","marine_specific",-0.547364151458345,0.727193324653712,-0.398039557095252,0.398039557095252,4,"top_absolute"
"Sirenia","Sirenia","B26","marine","EPOR",1,"Vascular / hematologic regulation","shared",-0.562386788005208,0.57567988554124,-0.323754761748744,0.323754761748744,5,"top_absolute"
"Sirenia","Sirenia","B26","marine","VEPH1",13,"Developmental / transcriptional signaling regulators","marine_specific",-0.163677799839901,1.66316646075573,-0.272223427064013,0.272223427064013,6,"top_absolute"
"Sirenia","Sirenia","B26","marine","CD34",9,"Vascular / hematologic regulation","shared",-0.231912055829233,1.11193508043678,-0.257871150452738,0.257871150452738,7,"top_absolute"
"Sirenia","Sirenia","B26","marine","KRTDAP",66,"Epithelial / body-surface interface","shared",0.386565925079529,0.62686937948906,0.242326341586219,0.242326341586219,8,"top_absolute"
"Sirenia","Sirenia","B26","marine","F11",7,"Vascular / hematologic regulation","marine_specific",-0.254306353084796,0.754935058679131,-0.191984781588547,0.191984781588547,9,"top_absolute"
"Sirenia","Sirenia","B26","marine","CREB3L3",15,"Endocrine / circadian / systemic regulation","marine_specific",-0.150758430810258,1.13569127184439,-0.171215034028167,0.171215034028167,10,"top_absolute"
"Sirenia","Sirenia","B26","marine","PUSL1",5,"Metabolism / redox / lipid handling","shared",-0.270477624990477,0.61474516335201,-0.166274811757834,0.166274811757834,11,"top_absolute"
"Sirenia","Sirenia","B26","marine","APH1B",14,"Membrane trafficking / ER / vesicle processing","marine_specific",-0.152260877432123,0.913131742623263,-0.139034240342942,0.139034240342942,12,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","binary_aquatic_dependence","TGM3",101,"Epithelial / body-surface interface","shared",1.04080869919882,-1.69603332234884,-1.76524623603174,1.76524623603174,1,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","binary_aquatic_dependence","PER1",100,"Endocrine / circadian / systemic regulation","aquatic_specific",0.784004329488712,-2.13299524816487,-1.67227750934011,1.67227750934011,2,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","binary_aquatic_dependence","WDR93",2,"Cilia / flagella / reproductive-cell function","shared",-0.4793197990576,-1.95118120400594,0.935239782629095,0.935239782629095,3,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","binary_aquatic_dependence","ACADSB",14,"Metabolism / redox / lipid handling","aquatic_specific",-0.238865076823398,3.73940880920809,-0.893214172485581,0.893214172485581,4,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","binary_aquatic_dependence","NWD1",97,"Developmental / transcriptional signaling regulators","aquatic_specific",0.404558879261438,-2.18087531346393,-0.882292472623907,0.882292472623907,5,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","binary_aquatic_dependence","FAM13A",96,"Developmental / transcriptional signaling regulators","aquatic_specific",0.348973910716795,-2.30749048069004,-0.80525397698818,0.80525397698818,6,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","binary_aquatic_dependence","CACNA1G",99,"Ion channels / mechanosensation / membrane signaling","aquatic_specific",0.593854706123962,-1.2268101338551,-0.72854697151042,0.72854697151042,7,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","binary_aquatic_dependence","SYTL5",93,"Membrane trafficking / ER / vesicle processing","aquatic_specific",0.265993756746688,2.71462862352636,0.722074265743867,0.722074265743867,8,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","binary_aquatic_dependence","DBNL",80,"Cytoskeletal / muscle / ECM / adhesion","shared",0.116035395287358,4.14850378290266,0.481373276300208,0.481373276300208,9,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","binary_aquatic_dependence","CATSPERG",17,"Cilia / flagella / reproductive-cell function","aquatic_specific",-0.232264279338058,-2.00168850047952,0.464920737023154,0.464920737023154,10,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","binary_aquatic_dependence","PDGFB",5,"Vascular / hematologic regulation","aquatic_specific",-0.348561123284862,-1.26540545001707,0.441071145068738,0.441071145068738,11,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","binary_aquatic_dependence","PMIS2",3,"Developmental / transcriptional signaling regulators","aquatic_specific",-0.39072525213697,-1.11454446072728,0.435480665435529,0.435480665435529,12,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","marine","TGM3",71,"Epithelial / body-surface interface","shared",0.691315381170856,-1.7172799009855,-1.18718200932684,1.18718200932684,1,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","marine","KCNK18",69,"Ion channels / mechanosensation / membrane signaling","shared",0.43928773003255,-1.84894711320307,-0.812219780309212,0.812219780309212,2,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","marine","MYH7B",67,"Cytoskeletal / muscle / ECM / adhesion","marine_specific",0.397856553371577,1.61756087030557,0.643557192728503,0.643557192728503,3,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","marine","TRIM66",44,"DNA repair / chromatin / cell-cycle","marine_specific",0.0785377211171152,6.56758940833018,0.515803505363155,0.515803505363155,4,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","marine","SDR9C7",68,"Epithelial / body-surface interface","shared",0.409389888665918,-1.25209097364866,-0.512593384301628,0.512593384301628,5,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","marine","OR52W1",61,"Sensory systems","shared",0.282799403614638,-1.69014656195179,-0.477972439741297,0.477972439741297,6,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","marine","WDR93",8,"Cilia / flagella / reproductive-cell function","shared",-0.242927446164409,-1.96092042820439,0.47636139175531,0.47636139175531,7,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","marine","DBNL",48,"Cytoskeletal / muscle / ECM / adhesion","shared",0.109704318050152,4.21288710609289,0.462171906996197,0.462171906996197,8,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","marine","ACP4",65,"Cytoskeletal / muscle / ECM / adhesion","marine_specific",0.36185377349003,-1.20249539309819,-0.435127495596957,0.435127495596957,9,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","marine","HGFAC",3,"Vascular / hematologic regulation","shared",-0.314672853107267,-1.34988804740223,0.424773123251458,0.424773123251458,10,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","marine","IL33",59,"Immune / inflammatory regulation","shared",0.27044270721607,-1.25623647320033,-0.339739992715866,0.339739992715866,11,"top_absolute"
"Ursus_arctos_plus_Ursus_maritimus","Brown bear + polar bear","B349","marine","FANCM",12,"DNA repair / chromatin / cell-cycle","marine_specific",-0.215464965565117,1.55466276153557,-0.334975358379631,0.334975358379631,12,"top_absolute"
"common_ancestor_Cetacea_plus_Hippopotamus","Cetacea + hippo ancestor","B593","binary_aquatic_dependence","TGM3",101,"Epithelial / body-surface interface","shared",1.04080869919882,2.21446954561285,2.3048391671847,2.3048391671847,1,"top_absolute"
