"display_label","branch_id","model","gene","gene_order","module","coefficient","scaled_GBI","contribution","abs_contribution","label_rank"
"Sirenia","B26","binary_aquatic_dependence","LRP2",98,"Transport / endocytic / epithelial solute handling",0.471378525654808,0.823076261926727,0.387980474848491,0.387980474848491,4
"Sirenia","B26","binary_aquatic_dependence","SLC5A5",19,"Transport / endocytic / epithelial solute handling",-0.231105741131879,1.48413506329796,-0.342992133743284,0.342992133743284,5
"Sirenia","B26","binary_aquatic_dependence","PER1",100,"Endocrine / circadian / systemic regulation",0.784004329488712,0.381905226772711,0.299415351244174,0.299415351244174,6
"Sirenia","B26","binary_aquatic_dependence","SDR9C7",91,"Epithelial / body-surface interface",0.220181989308241,1.22242504407907,0.269155977985545,0.269155977985545,7
"Sirenia","B26","marine","TGM3",71,"Epithelial / body-surface interface",0.691315381170856,1.44715490822502,1.00044044699286,1.00044044699286,1
"Sirenia","B26","marine","SDR9C7",68,"Epithelial / body-surface interface",0.409389888665918,1.25606266589364,0.514219354947612,0.514219354947612,2
"Sirenia","B26","marine","IL33",59,"Immune / inflammatory regulation",0.27044270721607,1.49209879308934,0.403527237036912,0.403527237036912,3
"Sirenia","B26","marine","TPX2",2,"DNA repair / chromatin / cell-cycle",-0.547364151458345,0.727193324653712,-0.398039557095252,0.398039557095252,4
"Sirenia","B26","marine","EPOR",1,"Vascular / hematologic regulation",-0.562386788005208,0.57567988554124,-0.323754761748744,0.323754761748744,5
"Sirenia","B26","marine","VEPH1",13,"Developmental / transcriptional signaling regulators",-0.163677799839901,1.66316646075573,-0.272223427064013,0.272223427064013,6
"Sirenia","B26","marine","CD34",9,"Vascular / hematologic regulation",-0.231912055829233,1.11193508043678,-0.257871150452738,0.257871150452738,7
