"display_label","branch_id","model","gene","gene_order","module","coefficient","scaled_GBI","contribution","abs_contribution","label_rank"
"Otarioidea","B394","marine","TPX2",2,"DNA repair / chromatin / cell-cycle",-0.547364151458345,-0.455774825923789,0.24947480084785,0.24947480084785,4
"Otarioidea","B394","marine","CATSPERZ",6,"Cilia / flagella / reproductive-cell function",-0.264244206101874,0.872783786529336,-0.230628058770032,0.230628058770032,5
"Otarioidea","B394","marine","KRTDAP",66,"Epithelial / body-surface interface",0.386565925079529,-0.546341259339231,-0.211196914325585,0.211196914325585,6
"Otarioidea","B394","marine","SYDE1",4,"Cytoskeletal / muscle / ECM / adhesion",-0.314258007626709,0.659397489303723,-0.207220941222642,0.207220941222642,7
"Phocidae","B409","binary_aquatic_dependence","TGM3",101,"Epithelial / body-surface interface",1.04080869919882,3.49677302526257,3.63947178381704,3.63947178381704,1
"Phocidae","B409","binary_aquatic_dependence","PER1",100,"Endocrine / circadian / systemic regulation",0.784004329488712,1.30067151278296,1.01973209726447,1.01973209726447,2
"Phocidae","B409","binary_aquatic_dependence","ACADSB",14,"Metabolism / redox / lipid handling",-0.238865076823398,2.32662040107206,-0.555748360840961,0.555748360840961,3
"Phocidae","B409","binary_aquatic_dependence","SYTL5",93,"Membrane trafficking / ER / vesicle processing",0.265993756746688,1.63931981231984,0.43604883538823,0.43604883538823,4
"Phocidae","B409","binary_aquatic_dependence","PMIS2",3,"Developmental / transcriptional signaling regulators",-0.39072525213697,-1.11454446072728,0.435480665435529,0.435480665435529,5
"Phocidae","B409","binary_aquatic_dependence","OMP",92,"Sensory systems",0.231144543648012,1.6681111244486,0.385574784614844,0.385574784614844,6
"Phocidae","B409","binary_aquatic_dependence","C16orf91",9,"Unassigned / low-confidence",-0.262195862787636,1.43644720049197,-0.376630513081876,0.376630513081876,7
"Phocidae","B409","marine","TGM3",71,"Epithelial / body-surface interface",0.691315381170856,3.57042173251485,2.46828746095421,2.46828746095421,1
"Phocidae","B409","marine","OMP",64,"Sensory systems",0.345615697623917,1.66207879005841,0.574440520531954,0.574440520531954,2
"Phocidae","B409","marine","SYDE1",4,"Cytoskeletal / muscle / ECM / adhesion",-0.314258007626709,-1.55789320285591,0.489580414024693,0.489580414024693,3
"Phocidae","B409","marine","MYH7B",67,"Cytoskeletal / muscle / ECM / adhesion",0.397856553371577,1.16725334090979,0.464399391125826,0.464399391125826,4
"Phocidae","B409","marine","SDR9C7",68,"Epithelial / body-surface interface",0.409389888665918,-0.993922458336688,-0.406901804561013,0.406901804561013,5
"Phocidae","B409","marine","KCNK18",69,"Ion channels / mechanosensation / membrane signaling",0.43928773003255,0.820522409648946,0.360445426775523,0.360445426775523,6
"Phocidae","B409","marine","NKPD1",58,"Unassigned / low-confidence",0.230941713295598,1.47283747607586,0.340139610130923,0.340139610130923,7
"Sirenia","B26","binary_aquatic_dependence","TGM3",101,"Epithelial / body-surface interface",1.04080869919882,1.41161122774524,1.46921724572396,1.46921724572396,1
"Sirenia","B26","binary_aquatic_dependence","ATF7IP2",1,"DNA repair / chromatin / cell-cycle",-0.581769927151342,-0.925599796246078,0.538486126033378,0.538486126033378,2
"Sirenia","B26","binary_aquatic_dependence","IL33",94,"Immune / inflammatory regulation",0.340038935001018,1.45973400354367,0.496366395949764,0.496366395949764,3
