Package	Version	LibPath	Priority
pinfsc50	1.3.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
pixmap	0.4-14	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
pkgbuild	1.4.8	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
pkgconfig	2.0.3	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
pkgdown	2.2.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
pkgload	1.4.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
plotly	4.11.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
plotrix	3.8-14	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
plyr	1.8.9	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
png	0.1-8	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
polyclip	1.10-7	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
polynom	1.4-1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
posterior	1.6.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
pracma	2.4.6	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
praise	1.0.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
prettyunits	1.2.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
processx	3.8.6	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
profvis	0.4.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
progress	1.2.3	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
promises	1.5.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
ps	1.9.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
psych	2.5.6	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
purrr	1.2.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
qqman	0.1.9	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
quadprog	1.5-8	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
quantreg	6.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
ragg	1.5.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rappdirs	0.3.3	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rbibutils	2.4.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rcmdcheck	1.4.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
readr	2.1.5	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
readxl	1.4.5	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
reformulas	0.4.2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rematch	2.0.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rematch2	2.1.2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
remotes	2.5.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
reprex	2.1.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
reshape2	1.4.5	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rhdf5	2.50.2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rhdf5filters	1.18.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rio	1.2.4	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rjson	0.2.23	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rlang	1.1.6	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rmarkdown	2.30	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
roxygen2	7.3.3	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rpart	4.1.24	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	recommended
rprojroot	2.1.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rrBLUP	4.6.3	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rrtable	0.3.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rstan	2.32.7	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rstantools	2.5.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rstatix	0.7.3	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rstudioapi	0.17.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rsvg	2.7.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rversions	3.0.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rvest	1.0.5	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
rvg	0.4.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
sandwich	3.1-1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
sass	0.4.10	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
scales	1.4.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
scatterplot3d	0.3-44	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
selectr	0.4-2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
sessioninfo	1.2.3	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
shape	1.4.6.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
shiny	1.11.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
shinyWidgets	0.9.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
sjlabelled	1.2.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
sjmisc	2.8.11	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
slam	0.1-55	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
sourcetools	0.1.7-1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
sp	2.2-0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
spatial	7.3-18	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	recommended
spiralize	1.1.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
splines	4.4.2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	base
stats	4.4.2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	base
stats4	4.4.2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	base
stopwords	2.3	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
stringi	1.8.7	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
stringr	1.6.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
subplex	1.9	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
survival	3.8-3	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	recommended
svUnit	1.0.8	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
svglite	2.2.2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
sys	3.4.3	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
systemfonts	1.3.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
tcltk	4.4.2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	base
tensorA	0.36.2.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
testthat	3.2.3	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
textnets	0.1.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
textshaping	1.0.4	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
tibble	3.3.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
tidybayes	3.0.7	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
tidygraph	1.3.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
tidyr	1.3.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
tidyselect	1.2.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
tidytext	0.4.3	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
tidytree	0.4.6	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
tidyverse	2.0.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
timechange	0.3.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
tinytex	0.57	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
tm	0.7-16	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
tokenizers	0.3.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
tools	4.4.2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	base
treeio	1.30.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
tweenr	2.0.3	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
tzdb	0.5.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
ucminf	1.2.2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
udpipe	0.8.12	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
urlchecker	1.0.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
usethis	3.2.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
utf8	1.2.6	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
utils	4.4.2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	base
uuid	1.2-1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
vcd	1.4-13	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
vcfR	1.15.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
vctrs	0.6.5	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
vegan	2.7-2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
viridis	0.6.5	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
viridisLite	0.4.2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
vroom	1.6.6	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
waldo	0.6.2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
webr	0.1.5	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
weights	1.1.2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
whisker	0.4.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
widyr	0.1.5	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
withr	3.0.2	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
wordcloud	2.6	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
writexl	1.5.4	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
xfun	0.54	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
xml2	1.4.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
xopen	1.0.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
xtable	1.8-4	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
yaml	2.3.10	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
yulab.utils	0.2.1	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
zip	2.3.3	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
zlibbioc	1.52.0	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
zoo	1.8-14	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
ztable	0.2.3	/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library	NA
