record_type	component	value	species_id	common_name_paper	curated_trait_category	aquaticity_score_sum_0_18	PC1	PC2	dimension	label	PC1_loading	PC2_loading	arrow_x	arrow_y
species_scores			Pteropus_pselaphon	Bonin flying fox	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Puma_yagouaroundi	Jaguarundi	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Pygathrix_nemaeus	Red shanked douc langur	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Rangifer_tarandus_granti	Reindeer	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Rhinoceros_unicornis	Greater Indian rhinoceros	semi-aquatic	3	-0.0667915701084037	-0.76323347146077						
species_scores			Rhinolophus_sinicus	Chinese rufous horseshoe bat	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Rhinopithecus_bieti	Black snub-nosed monkey	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Rhizomys_pruinosus	Hoary bamboo rat	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Rhombomys_opimus	Great gerbil	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Rousettus_aegyptiacus	Egyptian rousette	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Saguinus_imperator	Tamarin	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Saimiri_boliviensis_boliviensis	Bolivian squirrel monkey	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Sapajus_apella	Tufted capuchin	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Scalopus_aquaticus	Eastern mole	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Sciurus_vulgaris	Eurasian red squirrel	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Semnopithecus_entellus	Hanuman langur	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Sigmodon_hispidus	Hispid cotton rat	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Solenodon_paradoxus	Hispaniolan solenodon	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Spilogale_gracilis	Western spotted skunk	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Sturnira_hondurensis	Sturnira hondurensis	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Suricata_suricatta	Meerkat	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Sylvicapra_grimmia	Bush duiker	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Sylvilagus_bachmani	Brush rabbit	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Talpa_occidentalis	Iberian mole	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Taxidea_taxus_jeffersonii	American badger	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Theropithecus_gelada	Gelada	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Thryonomys_swinderianus	Greater cane rat	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Tonatia_saurophila	Stripe-headed round-eared bat	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Trachypithecus_francoisi	Francois's langur	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Tragelaphus_strepsiceros	Greater kudu	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Tragulus_javanicus	Java mouse-deer	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Tragulus_kanchil	Lesser mouse-deer	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Tupaia_chinensis	Chinese tree shrew	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Urocitellus_parryii	Arctic ground squirrel	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Uromys_caudimaculatus	Giant uromys	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Ursus_americanus	American black bear	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Ursus_arctos_horribilis	Brown bear	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Ursus_thibetanus_thibetanus	Asiatic black bear	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Vicugna_vicugna_mensalis	Vicugna	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Vulpes_lagopus	Arctic fox	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Vulpes_vulpes	Red fox	terrestrial	0	-1.14523690443657	0.0651763283325886						
species_scores			Xerus_inauris	South African ground squirrel	terrestrial	0	-1.14523690443657	0.0651763283325886						
